Index,Block_0,Block_0,Block_1,Block_1,Block_2,Block_2,Block_3,Block_3,Block_4,Block_4,Block_5,Block_5,Block_6,Block_6,Block_7,Block_7,Block_8,Block_8,Block_9,Block_9,Block_10,Block_10,Block_11,Block_11,Block_12,Block_12,Block_13,Block_13,Block_14,Block_14,Block_15,Block_15,Block_16,Block_16,Block_17,Block_17,Block_18,Block_18,Block_19,Block_19,Block_20,Block_20,Block_21,Block_21,Block_22,Block_22,Block_23,Block_23,Block_24,Block_24,Block_25,Block_25,Block_26,Block_26,Block_27,Block_27,Block_28,Block_28,Block_29,Block_29,Block_30,Block_30,Block_31,Block_31
0
11,4,7,0,3,2,6,2,5,0,4,1,3,4,5,4,5,2,3,1,3,1,4,3,7,4,6,3,7,2,3,3,4,5,7,5,6,0,7,2,4,3,5,1,5,1,6,4,7,2,7,1,2,1,6,1,3,4,7,2,7,1,5,5,6,4,7,6,7,2,6,0,4,5,7,2,5,2,7,4,6
12,2,6,1,4,3,6,0,4,2,6,4,5,5,6,3,5,4,6,0,6,2,3,0,7,1,6,2,6,4,7,0,2,3,7,3,7,5,7,2,4,0,5,1,4,0,6,5,7,0,2,2,3,1,4,1,2,1,4,4,6,6,7,5,6,3,7,4,7,5,7,5,7,1,6,4,6,4,5,5,6
13,4,7,0,3,2,7,1,2,0,4,1,2,5,6,4,5,2,3,1,3,1,4,3,7,4,6,3,7,2,3,3,4,5,7,3,5,0,7,2,4,3,5,1,5,1,6,0,7,0,2,1,2,1,6,1,3,4,7,2,6,1,5,5,6,2,7,6,7,2,6,0,6,2,7,1,5,2,7,3,6
14,2,6,1,4,3,6,4,6,2,3,4,5,5,6,3,5,4,6,0,6,2,3,0,7,1,6,2,4,2,7,0,2,3,7,3,5,2,7,2,3,0,5,1,3,2,6,4,7,0,2,1,2,1,3,1,2,0,1,4,6,3,7,3,6,3,7,2,7,1,7,5,7,1,6,3,5,4,5,5,6
15,4,7,0,3,2,7,1,2,0,4,1,3,4,5,4,5,2,3,1,3,1,4,3,7,4,6,3,7,2,3,3,4,5,7,5,6,0,7,2,4,3,5,0,1,1,6,0,7,0,2,1,2,1,6,1,3,4,7,2,7,1,5,5,6,2,4,6,7,6,7,0,6,5,7,1,5,6,7,1,6
16,2,6,1,4,2,6,4,6,2,6,1,4,5,7,3,5,0,4,3,6,2,3,0,7,1,6,2,4,2,7,0,2,3,7,1,3,0,7,2,3,5,7,1,3,2,5,0,7,0,2,1,2,1,6,1,2,0,1,1,4,3,7,3,6,1,7,4,7,1,7,5,7,1,3,3,6,4,5,5,6
17,4,7,0,3,2,7,2,4,0,4,1,3,4,5,4,5,2,3,1,6,3,4,0,7,4,6,3,7,2,3,3,4,5,7,3,6,5,7,2,4,3,5,1,5,2,6,6,7,0,2,1,2,1,6,1,2,4,7,2,6,1,5,5,6,6,7,6,7,1,6,0,6,2,7,1,5,3,7,3,6
18,2,6,1,4,2,6,3,4,2,4,1,4,5,7,3,5,2,4,3,6,2,3,0,7,1,6,2,4,2,7,0,2,3,7,1,3,3,7,2,3,5,7,4,5,4,5,0,7,0,2,1,2,1,6,1,2,1,4,2,4,6,7,3,6,1,7,4,7,1,7,5,7,1,5,3,4,4,5,5,6
19,4,7,0,3,2,7,0,2,0,4,1,3,1,5,4,5,2,3,1,3,2,4,0,7,4,6,3,7,2,7,3,4,5,7,3,5,0,7,2,4,3,5,1,5,1,2,6,7,0,2,1,5,1,6,1,6,4,7,2,6,1,5,5,6,6,7,6,7,6,7,0,6,2,7,2,5,3,7,3,6
20,2,6,1,4,2,6,4,6,2,6,1,5,5,6,3,5,2,4,0,6,2,3,0,7,1,6,2,4,2,4,0,2,3,7,3,5,3,7,2,3,5,7,3,5,4,5,0,7,0,5,2,3,1,3,1,2,1,4,2,4,3,7,3,6,3,7,4,7,1,7,1,5,1,6,3,4,4,5,5,6
21,4,7,3,6,2,7,1,2,0,3,3,5,5,7,0,4,1,3,1,6,2,4,0,7,3,6,3,6,2,7,3,4,5,7,3,5,2,7,4,5,5,6,1,5,2,6,4,7,0,2,1,2,1,6,0,1,4,7,2,6,1,5,5,6,6,7,6,7,6,7,0,6,2,7,1,5,3,7,3,4
22,2,6,1,4,2,6,4,6,4,6,1,5,4,5,4,5,4,6,5,6,2,3,0,7,1,6,2,4,2,7,0,2,3,7,3,5,2,7,2,3,5,7,1,3,2,5,0,7,0,2,2,7,1,6,2,6,0,1,1,4,3,7,3,6,1,7,4,7,1,7,5,7,1,6,3,6,4,5,5,6
23,4,7,3,6,2,7,2,5,0,6,2,3,4,5,4,5,2,3,1,6,3,4,3,7,4,6,3,7,2,3,3,4,5,7,5,6,5,7,2,4,5,6,1,5,1,2,4,7,0,2,1,2,1,6,1,3,4,7,2,6,1,5,5,6,6,7,6,7,2,6,0,3,5,7,1,5,2,7,3,6
24,2,6,1,4,2,6,4,6,2,6,4,5,5,6,3,5,0,4,3,6,2,3,0,7,1,6,2,4,4,7,0,2,3,7,1,3,0,7,2,3,5,7,1,5,2,4,0,7,0,2,1,2,1,6,1,2,0,1,2,4,3,7,3,6,3,7,2,7,1,7,5,7,1,6,3,6,4,5,5,6
25,4,7,0,3,2,7,2,5,0,3,3,7,5,6,4,6,3,5,1,6,4,6,0,7,3,6,1,3,2,3,3,4,5,7,3,5,0,7,1,4,5,6,0,1,6,7,4,7,0,2,1,2,1,6,0,1,4,7,2,6,1,5,5,6,6,7,6,7,6,7,0,6,2,7,1,5,3,7,3,4
26,2,6,1,4,2,6,4,6,2,3,4,5,5,6,1,5,0,4,3,6,2,3,0,7,1,6,2,4,2,7,0,2,3,7,3,7,0,7,2,4,0,5,4,5,4,5,0,7,0,2,1,2,1,6,2,6,1,4,4,6,6,7,5,6,1,7,4,7,5,7,5,7,1,5,3,6,4,5,5,6
27,4,7,0,3,2,7,1,2,0,3,3,7,5,6,4,6,3,5,1,6,4,6,0,7,3,6,3,6,2,3,3,4,5,7,3,6,0,7,0,4,3,5,0,1,2,6,6,7,0,2,1,2,1,6,0,1,4,7,2,6,1,5,5,6,2,7,6,7,1,6,0,6,2,7,2,5,3,7,1,3
28,2,6,1,4,2,6,4,6,2,6,1,5,5,6,1,5,0,4,6,7,2,3,0,7,1,6,2,4,2,7,0,2,3,7,1,3,0,7,2,3,0,5,4,5,2,4,4,7,0,2,1,2,1,7,1,2,1,4,4,6,6,7,3,6,1,7,4,7,1,7,5,7,1,5,3,4,4,5,5,6
29,4,7,0,3,6,7,2,5,0,3,3,6,4,5,4,6,3,5,1,6,4,6,0,7,3,6,1,3,2,7,3,4,5,7,3,6,0,2,1,4,5,6,1,5,2,6,4,7,0,2,1,2,1,6,0,1,4,7,2,7,1,5,3,6,6,7,6,7,2,6,0,6,4,7,1,5,6,7,1,6
30,2,6,1,4,3,6,0,4,2,5,1,5,0,5,1,5,0,4,3,6,2,3,0,7,1,6,2,6,4,7,0,2,3,7,1,3,2,7,2,3,0,5,1,4,2,4,4,7,0,2,1,4,1,3,2,7,1,4,4,7,6,7,3,6,3,7,2,7,1,5,5,7,1,3,3,4,4,5,5,6
31,4,7,0,3,2,7,0,2,0,4,3,6,5,6,4,5,2,3,1,3,1,4,3,7,4,6,3,7,2,7,3,4,5,7,3,6,0,7,2,4,3,5,1,5,1,2,4,7,0,7,1,2,1,6,1,6,4,7,2,7,1,5,5,6,6,7,6,7,2,6,0,3,2,7,1,5,2,7,3,6
32,2,6,1,4,2,6,0,4,1,2,4,5,5,6,3,5,0,4,3,6,2,3,0,7,1,6,2,4,2,7,0,2,3,7,1,3,0,7,2,3,0,5,1,4,4,5,4,7,0,2,1,2,1,4,2,6,0,1,4,6,6,7,3,6,3,7,2,7,1,7,5,7,1,3,3,6,4,5,5,6
33,4,7,0,3,2,7,1,2,0,3,3,5,2,5,4,6,2,3,1,6,2,4,0,7,3,6,3,6,2,7,3,4,5,7,3,6,0,7,2,4,5,6,1,5,1,2,4,7,0,2,1,2,1,6,0,1,4,7,2,7,1,5,5,6,0,7,6,7,6,7,0,3,5,7,1,5,3,7,3,4
34,2,6,1,4,2,6,4,6,4,6,4,5,2,5,1,3,0,4,3,6,2,3,0,7,1,6,2,6,4,7,0,2,3,7,1,6,0,7,2,4,0,5,1,4,0,6,4,7,0,2,1,2,1,7,2,7,1,6,4,6,3,7,3,6,3,7,2,7,1,5,0,5,0,1,3,4,4,5,5,6
35,4,7,0,3,2,7,1,2,0,3,3,7,5,6,4,6,3,5,1,6,4,6,0,7,3,6,1,3,2,7,3,4,5,7,3,6,0,7,2,4,5,6,1,5,2,6,4,7,0,2,1,2,1,6,0,1,4,7,2,7,1,5,5,6,4,6,6,7,6,7,0,6,4,7,1,5,6,7,1,3
36,2,6,1,4,3,6,2,4,2,3,4,5,0,5,1,5,0,4,3,6,2,3,0,7,1,6,2,6,2,7,0,2,3,7,1,6,0,2,2,3,0,5,1,4,0,6,4,7,0,2,2,5,1,4,2,7,1,6,4,7,0,7,3,6,3,7,2,7,5,7,5,7,0,1,3,6,4,5,5,6
37,4,7,0,3,2,7,0,2,0,3,3,6,5,6,4,6,3,5,1,6,4,6,0,7,3,6,3,6,2,7,3,4,5,7,3,6,0,7,2,4,3,5,1,5,1,2,4,7,0,2,1,2,1,6,1,6,4,7,2,6,1,5,5,6,0,7,6,7,6,7,0,3,2,7,1,5,3,7,4,6
38,2,6,1,4,3,5,0,4,0,2,4,5,5,6,0,5,0,4,3,6,2,3,3,7,1,6,2,4,2,7,0,2,2,7,1,3,2,7,3,4,0,5,1,3,0,4,4,7,0,2,1,2,1,3,1,2,0,1,4,6,4,7,3,6,1,7,2,7,2,7,1,5,1,6,3,6,4,5,5,6
39,4,7,0,3,2,7,1,2,0,3,5,6,2,5,4,6,2,3,1,3,2,4,0,7,3,6,3,6,2,7,3,4,5,7,3,6,2,7,3,4,3,5,1,5,1,2,4,7,0,2,1,2,1,7,1,7,4,7,6,7,1,5,5,6,6,7,6,7,6,7,0,6,2,7,1,5,3,7,1,3
40,2,6,1,4,3,5,0,4,2,5,1,5,0,5,0,5,0,4,1,6,2,3,0,7,1,6,2,6,2,7,0,2,3,7,1,3,3,7,3,4,2,5,1,3,4,5,4,7,0,2,1,2,1,7,2,6,0,1,4,6,2,7,3,6,1,7,2,7,5,7,1,5,1,6,3,6,4,5,5,6
41,2,4,3,6,2,7,0,1,3,6,3,6,4,5,4,5,3,5,1,6,4,6,0,7,3,6,3,6,2,7,3,4,5,7,3,6,0,7,2,4,5,6,1,5,1,2,4,7,0,2,1,2,1,6,1,6,4,6,2,7,1,5,5,6,0,6,6,7,6,7,0,4,2,7,1,5,3,7,3,4
42,2,6,1,4,5,6,0,4,2,6,1,4,5,6,0,5,4,6,3,6,2,3,0,7,1,6,1,2,2,7,2,5,3,7,3,5,0,7,3,4,5,7,1,3,4,5,4,7,0,2,1,6,1,7,1,2,1,4,4,6,2,7,3,6,1,7,4,7,5,7,5,7,1,3,3,6,4,5,5,6
43,2,4,1,3,2,7,0,5,3,4,3,6,4,5,4,5,2,3,1,6,4,6,0,7,2,6,3,6,2,7,3,4,5,7,3,6,0,7,3,4,5,6,1,5,1,2,4,7,0,1,1,2,1,6,0,1,4,6,2,7,1,5,5,6,0,4,6,7,5,6,0,3,2,7,1,5,3,7,3,6
44,2,6,1,4,3,5,0,4,0,2,4,5,5,6,1,5,4,6,3,6,2,3,0,7,1,6,2,4,2,7,2,5,3,7,1,3,0,7,2,3,4,5,1,5,5,6,0,7,0,2,3,4,1,3,2,7,0,1,4,6,6,7,3,6,1,7,4,7,5,7,5,7,1,3,3,6,4,5,5,6
45,4,7,0,3,2,6,0,2,1,3,3,5,5,7,0,4,2,3,1,6,4,6,0,7,3,6,3,6,2,7,3,4,5,7,3,6,0,7,2,4,5,6,1,5,1,2,4,7,0,7,1,2,1,6,0,1,4,7,2,7,1,5,5,6,6,7,6,7,5,6,0,3,2,7,1,5,3,7,3,6
46,2,6,1,4,3,6,0,4,2,3,4,5,5,6,0,3,0,4,3,6,2,3,0,7,1,6,1,2,2,7,0,2,3,7,1,6,0,2,3,4,0,5,1,3,1,6,3,7,0,2,2,6,1,6,2,7,1,6,4,7,2,7,4,6,1,7,2,7,5,7,5,7,0,1,4,6,4,5,5,6
47,4,7,0,3,2,6,0,2,1,3,3,6,5,6,4,6,3,5,1,6,4,6,0,7,3,6,3,6,2,7,3,4,5,7,3,6,0,7,2,4,5,6,1,5,1,2,4,7,0,7,1,2,1,6,1,7,4,7,2,7,1,5,3,6,0,7,6,7,5,6,0,3,2,7,1,5,2,7,3,6
48,2,6,1,4,3,6,0,2,2,6,4,5,0,5,0,5,0,6,3,6,1,2,3,7,1,6,2,7,0,7,0,3,3,7,1,6,0,2,2,3,0,4,1,4,0,6,4,7,0,2,4,6,1,3,2,3,5,6,2,7,0,3,3,4,6,7,0,7,1,5,0,1,1,5,4,5,1,4,5,6
49,4,7,0,3,2,6,0,2,3,6,3,6,4,5,4,6,2,3,1,6,4,6,0,7,3,6,3,7,2,7,3,4,5,7,3,6,0,7,2,4,5,6,1,5,1,2,4,7,0,7,1,2,1,6,1,7,4,7,2,7,1,5,5,6,0,7,6,7,5,6,0,3,2,7,1,5,2,7,3,6
50,2,6,1,4,3,5,4,6,3,6,4,5,0,5,0,5,0,4,3,6,2,6,3,7,1,6,0,2,2,7,0,2,3,7,1,6,0,2,2,3,0,5,1,5,0,6,4,7,0,2,4,6,1,7,2,7,1,5,2,4,0,7,3,6,1,7,2,7,1,7,1,5,1,5,4,6,0,4,5,6
51,4,7,0,4,2,7,0,2,3,4,3,5,2,5,4,5,2,3,1,3,2,4,0,7,3,6,3,4,2,7,3,4,5,7,3,6,2,7,2,4,5,6,1,5,2,5,4,7,0,2,1,6,1,6,1,2,4,6,2,7,1,5,5,6,6,7,0,6,6,7,0,4,2,7,2,5,3,7,3,6
52,2,6,1,4,3,5,2,4,3,5,4,5,0,4,0,5,0,2,3,6,3,4,3,7,1,6,2,6,2,7,2,4,3,7,1,3,2,7,2,3,5,7,1,5,2,5,4,7,0,2,1,6,1,7,1,2,1,6,3,4,4,7,2,6,1,7,4,7,4,7,4,5,0,1,3,6,4,5,5,6
53,4,7,0,4,2,7,0,1,1,3,5,6,2,4,0,4,2,3,1,3,2,4,0,7,3,6,3,6,2,7,3,4,5,7,3,6,2,7,2,4,5,6,1,5,1,2,4,7,0,2,1,2,1,6,0,1,4,7,2,7,1,5,5,6,6,7,0,6,1,6,0,4,2,7,2,5,3,7,3,6
54,2,6,1,4,3,5,0,4,2,5,1,5,0,4,0,5,0,6,3,6,3,4,3,7,1,6,2,6,2,7,2,4,3,7,1,3,2,3,2,4,0,5,1,5,0,5,4,7,0,7,1,2,1,3,2,5,1,4,2,4,0,7,2,6,1,7,4,7,4,7,4,5,1,5,3,6,4,5,0,6
55,4,7,0,6,2,7,0,2,1,3,3,6,5,6,4,6,2,3,1,6,3,4,0,7,3,6,3,7,2,7,3,5,5,7,3,6,2,3,4,5,3,5,1,5,1,5,4,7,0,7,1,2,1,6,0,1,4,7,2,7,1,5,5,6,6,7,0,6,5,6,3,4,2,7,2,5,2,7,3,6
56,2,6,1,4,3,5,0,4,2,6,1,4,2,6,0,5,0,6,3,6,3,7,0,7,1,6,2,7,2,7,2,3,3,7,1,6,0,2,3,4,0,4,1,5,0,6,3,4,0,5,2,4,1,3,1,2,4,5,2,7,0,6,0,3,3,7,2,7,2,5,1,5,1,5,3,6,4,5,5,6
57,4,7,0,4,2,7,0,2,3,4,3,5,2,5,0,4,2,3,1,6,2,4,0,7,3,6,3,6,2,7,3,5,5,7,3,6,3,7,3,4,3,5,1,5,1,7,4,7,0,7,1,2,1,6,1,2,4,7,2,7,1,2,5,6,4,7,6,7,5,6,0,3,2,7,1,5,1,7,3,6
58,2,6,1,4,0,3,0,4,2,3,4,5,2,5,0,5,2,4,3,6,0,3,0,7,1,6,2,6,2,7,0,2,3,7,1,3,2,7,3,4,0,5,1,3,0,6,4,7,0,2,2,4,1,3,2,7,5,6,2,4,0,7,2,4,3,7,2,7,1,5,1,5,1,3,4,6,0,5,5,6
59,4,7,0,6,2,7,0,7,3,4,4,6,2,5,0,4,2,3,1,6,2,4,0,7,3,6,3,6,2,7,3,4,5,7,3,6,0,7,2,4,5,6,1,5,1,7,4,7,0,7,1,2,1,6,1,7,4,7,2,7,1,2,5,6,4,7,6,7,5,6,0,3,2,7,1,5,2,7,3,6
60,2,6,1,4,0,3,4,6,3,6,1,4,0,5,0,5,0,6,3,6,0,3,3,7,1,6,2,7,2,7,2,5,3,7,1,6,2,5,1,2,0,6,1,4,0,6,4,7,0,5,4,6,1,7,1,2,5,6,2,4,0,7,3,4,1,3,2,7,1,4,4,5,0,1,5,6,4,5,5,6
61,4,7,0,3,2,6,0,2,0,3,3,6,5,6,4,6,2,7,1,3,3,4,0,7,2,6,3,7,2,7,3,5,5,7,3,6,0,2,3,4,3,5,1,5,1,7,4,7,0,7,1,2,1,3,1,7,4,7,2,7,1,5,5,6,0,7,6,7,5,6,0,3,2,7,1,5,2,7,3,6
62,2,6,1,4,3,5,0,6,2,3,4,5,0,6,5,6,0,6,3,6,0,2,4,7,0,1,2,7,1,7,0,3,3,7,1,6,2,5,2,7,0,4,1,4,0,6,4,7,0,5,2,4,1,4,2,7,5,6,2,7,0,4,3,4,1,3,0,3,4,5,1,5,1,3,4,6,1,5,5,6
63,4,7,0,6,2,6,0,1,1,3,5,6,5,7,0,4,1,2,3,6,0,3,2,6,2,6,3,7,2,7,3,5,3,5,3,6,2,5,3,4,5,6,1,4,0,1,2,4,0,1,1,4,1,6,1,7,4,5,2,7,1,4,3,5,6,7,0,6,0,6,3,4,2,7,1,5,2,7,1,6
64,2,6,1,4,0,3,0,2,0,5,1,5,5,6,0,6,2,4,3,6,3,7,4,7,1,6,2,7,1,4,0,5,3,7,1,6,0,5,0,7,0,4,1,5,0,7,4,7,0,5,2,4,1,4,2,6,4,5,2,7,4,6,0,3,1,3,2,3,4,6,1,5,1,3,5,6,1,4,5,6
65,4,7,0,6,6,7,0,2,1,3,5,6,5,7,0,4,2,6,3,6,3,4,4,7,2,6,3,6,2,7,3,5,3,7,3,6,3,5,3,4,5,6,1,5,1,5,4,7,0,1,1,2,1,6,1,7,4,7,2,7,1,2,5,6,0,7,6,7,4,6,1,3,2,7,1,5,2,7,3,6
66,2,6,1,4,3,5,0,4,0,3,4,5,2,5,0,6,0,6,3,6,2,6,6,7,1,6,1,2,2,7,1,5,2,7,1,6,0,5,1,4,0,4,1,5,0,5,4,7,0,5,4,5,1,3,2,6,4,5,2,7,0,3,0,3,1,7,3,7,4,7,1,5,1,6,4,6,4,5,5,6
67,4,7,0,6,2,6,0,2,0,6,3,6,5,7,4,6,2,5,1,3,0,3,6,7,2,6,0,3,2,7,3,5,3,6,3,6,5,7,4,7,5,6,1,4,1,5,2,4,0,5,1,5,1,3,1,2,4,7,2,7,0,1,3,5,6,7,0,6,4,6,0,3,2,7,1,5,2,7,1,6
68,2,6,1,4,0,3,4,5,0,3,4,5,2,5,3,4,0,2,3,6,0,3,4,7,1,6,0,2,1,3,0,5,3,7,1,6,5,7,4,7,0,4,1,5,0,7,2,4,0,5,4,5,1,4,2,7,5,6,2,7,0,3,3,4,1,3,2,7,4,5,0,5,1,5,2,5,1,4,5,6
69,4,7,0,6,2,7,0,2,1,3,3,5,2,7,4,5,0,2,3,6,2,3,6,7,0,6,0,3,2,7,3,7,3,5,3,6,2,5,1,4,5,6,1,4,0,4,2,4,0,2,1,5,1,3,1,7,4,7,2,7,0,1,0,5,4,7,0,6,4,6,3,4,2,7,1,5,2,7,1,6
70,2,6,1,4,0,3,0,4,0,3,4,5,2,5,0,5,0,2,3,6,0,3,4,7,0,1,0,2,1,4,2,5,6,7,1,2,2,5,1,3,0,7,1,5,0,7,2,4,0,5,4,5,1,3,2,7,1,5,2,7,0,4,0,6,1,6,2,7,4,5,4,5,0,6,2,6,1,4,5,6
71,4,7,0,6,2,7,0,1,1,3,5,6,2,5,0,4,2,4,1,3,3,4,0,7,2,6,3,6,2,7,3,5,3,7,3,6,2,3,3,7,4,5,1,5,5,7,2,4,0,1,1,5,1,3,1,2,4,5,2,7,0,1,5,6,6,7,0,6,4,6,3,4,2,7,1,5,2,7,3,6
72,2,6,1,4,3,5,4,6,2,3,1,4,0,2,0,7,0,2,3,6,3,7,0,7,1,6,2,7,4,7,2,5,3,7,0,1,2,5,2,4,0,4,1,5,0,4,2,4,0,2,4,7,1,3,2,5,1,5,0,2,0,6,0,3,3,7,0,2,2,4,5,6,1,6,2,6,1,4,5,6
73,4,7,0,6,2,7,0,1,3,6,3,6,0,4,0,4,2,4,3,4,0,3,4,6,2,6,3,7,2,7,3,5,3,7,0,3,3,5,2,3,4,6,1,5,4,5,2,4,0,5,1,5,1,3,1,2,4,7,2,7,1,2,3,6,0,7,6,7,4,6,3,4,2,7,1,5,2,7,1,6
74,2,6,1,4,0,5,4,6,3,5,1,4,0,2,0,4,0,2,3,6,3,7,4,7,1,6,2,7,1,2,3,5,3,7,0,6,2,5,1,3,0,4,1,5,5,7,2,4,0,5,2,4,1,3,2,7,1,5,0,2,4,6,3,6,1,7,4,7,4,6,1,5,0,1,4,6,1,4,5,6
75,4,7,0,6,2,6,0,4,3,4,1,3,4,5,0,4,2,4,1,3,0,3,4,6,2,6,3,7,1,2,3,5,3,7,0,6,3,5,3,4,4,6,1,4,4,7,2,4,0,5,1,5,1,3,1,2,5,7,2,7,0,1,0,5,6,7,6,7,4,6,3,4,2,7,1,5,2,7,5,6
76,2,6,1,4,0,5,4,6,2,3,4,5,2,5,0,5,0,4,3,6,0,3,4,7,1,2,0,2,1,2,2,5,3,6,1,6,5,6,0,1,4,6,1,5,5,7,2,4,0,5,0,4,1,3,2,6,0,1,2,7,0,6,0,3,1,3,2,7,4,5,3,5,3,4,4,5,1,5,5,6
77,4,7,0,4,2,7,1,7,3,4,4,5,2,5,0,4,2,4,1,3,0,3,0,6,2,6,2,6,3,5,0,5,3,6,3,6,3,5,1,3,5,6,1,3,0,5,2,4,0,2,1,4,1,3,1,2,5,7,2,7,0,1,4,6,6,7,6,7,4,6,1,3,2,7,3,5,1,2,5,6
78,4,7,0,4,2,7,6,7,0,3,1,4,2,5,0,4,2,4,1,3,0,3,0,6,2,6,2,6,3,5,2,5,3,6,3,6,3,5,1,3,4,5,1,4,0,7,2,4,0,5,1,5,1,3,1,2,4,5,5,7,0,1,4,5,6,7,6,7,0,6,0,3,2,6,1,5,1,2,5,6
79,4,7,0,4,2,7,0,1,0,3,5,6,5,6,0,4,2,4,3,7,0,3,0,4,4,6,2,3,2,3,0,5,6,7,3,6,3,5,1,4,4,5,1,5,4,7,2,4,0,5,1,5,1,3,2,7,4,5,2,7,0,1,3,4,6,7,6,7,2,6,1,3,2,7,5,6,1,2,3,6
80,4,7,0,3,2,7,0,5,0,3,5,6,0,5,0,4,0,2,3,6,0,3,2,6,2,6,3,7,2,7,3,5,3,7,0,6,3,5,1,3,4,7,1,4,4,7,2,4,0,5,1,5,1,3,1,2,1,5,2,7,0,1,3,6,1,7,6,7,4,6,1,3,2,7,5,6,1,2,5,6
81,4,7,0,3,2,7,0,2,0,3,3,6,5,6,0,4,2,4,2,3,0,3,4,6,2,6,2,3,2,3,3,5,6,7,1,7,0,5,1,4,0,4,1,4,4,7,2,4,0,5,1,7,1,3,2,6,1,5,2,7,1,5,0,5,0,6,0,6,2,4,3,4,2,7,5,6,1,2,5,6
82,4,7,0,3,2,7,0,2,0,3,6,7,5,6,0,4,0,2,1,3,0,3,0,4,2,6,2,3,3,5,1,5,2,7,2,7,0,5,1,3,4,7,1,4,0,7,2,4,0,5,4,7,1,4,2,7,5,6,2,7,0,1,4,5,0,6,0,6,0,6,3,4,2,7,5,6,1,2,3,6
83,4,7,1,4,2,7,0,7,3,4,5,6,0,5,0,4,0,2,3,6,0,3,0,6,2,6,2,3,3,7,4,5,3,7,1,6,0,5,0,4,4,6,1,4,0,7,2,4,0,5,4,7,1,4,2,7,1,5,2,7,0,1,0,5,6,7,0,6,4,6,3,4,2,7,1,5,1,5,3,6
