Seconds,Temperature,cpu0,cpu1,cpu2
0,62.0,4929
1,61.6,5131
2,61.4,4527
3,61.1,4114
4,60.9,5120
5,60.6,4349
6,60.5,4103
7,60.4,4920
8,60.2,4125
9,60.2,4356
10,60.1,4495
11,60.1,4149
12,60.1,4515
13,60.2,4149
14,60.2,4493
15,60.4,4331
16,60.5,4905
17,60.5,4142
