Index,attn,ffn_compute,ffn_comm
100,0.38048624992370605,2.986454963684082,0.0
101,0.3791391849517822,2.9864072799682617,0.0
102,0.37901997566223145,2.9856085777282715,0.0
103,0.4110991954803467,3.0342578887939453,0.0
104,0.40323734283447266,2.9035627841949463,0.0
105,0.3965914249420166,2.8853237628936768,0.0
106,0.39560794830322266,2.889043092727661,0.0
107,0.39612650871276855,2.888214588165283,0.0
108,0.39644837379455566,2.8865277767181396,0.0
109,0.3971993923187256,2.885693311691284,0.0
110,0.39942264556884766,2.917677164077759,0.0
111,0.3848612308502197,3.0040502548217773,0.0
112,0.37853121757507324,2.989959716796875,0.0
113,0.3765583038330078,2.989017963409424,0.0
114,0.3795206546783447,2.986431121826172,0.0
115,0.3794372081756592,2.9870927333831787,0.0
116,0.3806114196777344,2.9872536659240723,0.0
117,0.37823915481567383,2.987241744995117,0.0
118,0.4208683967590332,3.013712167739868,0.0
119,0.3983139991760254,2.908945083618164,0.0
120,0.39594173431396484,2.907717227935791,0.0
121,0.39702653884887695,2.906888723373413,0.0
122,0.396651029586792,2.9082000255584717,0.0
123,0.3975510597229004,2.9092371463775635,0.0
124,0.3963887691497803,2.909594774246216,0.0
125,0.4175543785095215,3.0329883098602295,0.0
126,0.38129091262817383,2.993607521057129,0.0
127,0.38112401962280273,2.9885172843933105,0.0
128,0.38260817527770996,2.9945790767669678,0.0
129,0.38127899169921875,2.98614501953125,0.0
130,0.380784273147583,2.9855728149414062,0.0
